,dup_indx,eid,affiliation_id,dptid,organization,city,postalcode,addresspart,country,collaboration,auid,orcid,indexed_name,surname,given_name
0,39998,2-s2.0-85048406869,60009253.0,,IBM Research,San Jose,,,United States,,56393403700,,Chen B.,Chen,Bryant
1,39998,2-s2.0-85048406869,60009254.0,,Purdue University,West Lafeyette,,,United States,,56110090400,,Kumor D.,Kumor,Daniel
2,39998,2-s2.0-85048406869,60009254.0,,Purdue University,West Lafeyette,,,United States,,24075591200,,Bareinboim E.,Bareinboim,Elias
0,39999,2-s2.0-85048406301,60084280.0,124981545.0,"Gatsby Unit, University College London",,,,United Kingdom,,23467007300,,Jitkrittum W.,Jitkrittum,Wittawat
1,39999,2-s2.0-85048406301,60084280.0,124981545.0,"Gatsby Unit, University College London",,,,United Kingdom,,6603257032,0000-0003-3169-7624,Gretton A.,Gretton,Arthur
2,39999,2-s2.0-85048406301,60105987.0,125246237.0,"CMAP, École Polytechnique",,,,France,,57201605855,0000-0001-6183-7603,Szabó Z.,Szabó,Zoltán-
0,40000,2-s2.0-85048405655,60104837.0,,"School of Operations Research and Information Engineering, Cornell Tech, Cornell University",,,,United States,,56305894700,,Kallus N.,Kallus,Nathan
0,40001,2-s2.0-85048405284,60014313.0,118689509.0,"College of Computing and Information Sciences, University of Massachusetts",Amherst,,,United States,,15724774600,,Domke J.,Domke,Justin
0,40002,2-s2.0-85048404708,60006297.0,,University of Pennsylvania,Philadelphia,,,United States,,7005078406,,Kearns M.,Kearns,Michael
1,40002,2-s2.0-85048404708,60006297.0,,University of Pennsylvania,Philadelphia,,,United States,,57220701177,,Roth A.,Roth,Aaron
2,40002,2-s2.0-85048404708,60006297.0,,University of Pennsylvania,Philadelphia,,,United States,,56272530400,,Wu Z.S.,Wu,Zhiwei Steven
0,40003,2-s2.0-85048404628,60012708.0,,Stanford University,Palo Alto,,,United States,,57189090401,,Gorham J.,Gorham,Jackson
1,40003,2-s2.0-85048404628,60021726.0,,Microsoft Research New England,Cambridge,,,United States,,57214520890,,Mackey L.,Mackey,Lester
0,40004,2-s2.0-85048403229,60005400.0,,"DiSTA, University of Insubria",,,,Italy,,7005059298,,Gentile C.,Gentile,Claudio
1,40004,2-s2.0-85048403229,60005400.0,,"DiSTA, University of Insubria",,,,Italy,,57202454026,,Etnie E.,Etnie,Evans
2,40004,2-s2.0-85048403229,60031101.0,,University of Cambridge,,,,United Kingdom,,57211755926,,Li S.,Li,Shuai
3,40004,2-s2.0-85048403229,60021988.0,,IIT Kanpur,,,,India,,34976937400,,Kar P.,Kar,Purushottam
4,40004,2-s2.0-85048403229,60010156.0,,Telefonica Research,,,,Spain,,57202452153,,Karatzogiou A.,Karatzogiou,Alexandras
5,40004,2-s2.0-85048403229,60076757.0,,Amazon Dev Center,,,,Germany,,57202457035,,Zappetta G.,Zappetta,Giovanni
0,40005,2-s2.0-85048403163,60022195.0,,Massachusetts Institute of Technology,Cambridge,,,United States,,57202458197,,Cai B.,Cai,Bryan
1,40005,2-s2.0-85048403163,60022195.0,,Massachusetts Institute of Technology,Cambridge,,,United States,,14048037300,,Daskalakis C.,Daskalakis,Constantinos
2,40005,2-s2.0-85048403163,60022195.0,,Massachusetts Institute of Technology,Cambridge,,,United States,,56789704000,,Kamath G.,Kamath,Gautam
0,40006,2-s2.0-85048402990,60005681.0,107805186.0,"Tel Aviv University, Blavatnik School of Computer Science",,,,Israel,,56560215300,,Brutzkus A.,Brutzkus,Alon
1,40006,2-s2.0-85048402990,60005681.0,107805186.0,"Tel Aviv University, Blavatnik School of Computer Science",,,,Israel,,18934352000,,Globerson A.,Globerson,Amir
0,40007,2-s2.0-85048402814,60006191.0,,Google,,,,United States,,57202059765,,Jiang H.,Jiang,Heinrich
0,40008,2-s2.0-85048402096,60019647.0,,Georgia Institute of Technology,,,,United States,,57202456523,,Chen Z.,Chen,Zhehui
1,40008,2-s2.0-85048402096,60019647.0,,Georgia Institute of Technology,,,,United States,,55178265500,,Zhao T.,Zhao,Tuo
2,40008,2-s2.0-85048402096,60005248.0,,Johns Hopkins University,,,,United States,,55795985300,,Yang L.F.,Yang,Lin F.
3,40008,2-s2.0-85048402096,60003269.0,,Princeton University,,,,United States,,57194152919,,Li C.J.,Li,Chris J.
0,40009,2-s2.0-85048401371,60009647.0,,"CNRS, LIPN, Université Paris 13",Sorbonne Paris Cité,,,France,,56412966800,,Laclau C.,Laclau,Charlotte
1,40009,2-s2.0-85048401371,60009647.0,,"CNRS, LIPN, Université Paris 13",Sorbonne Paris Cité,,,France,,56294270400,,Matei B.,Matei,Basarab
2,40009,2-s2.0-85048401371,60009647.0,,"CNRS, LIPN, Université Paris 13",Sorbonne Paris Cité,,,France,,7006601588,,Bennani Y.,Bennani,Younès
3,40009,2-s2.0-85048401371,60062760.0,,"CNRS UMR 5220, INSERM U1206, Univ. Lyon 1, INSA Lyon",Villeurbanne,F-69621,,France,,56416524900,,Redko I.,Redko,Ievgen
4,40009,2-s2.0-85048401371,60108260.0,,"CNRS, LJK, Univ. Grenoble-Alpes",,,,France,,56189666900,,Brault V.,Brault,Vincent
5,40009,2-s2.0-85048401371,60108044.0,,"CNRS, LIG, Univ. Grenoble-Alpes",,,,France,,56412966800,,Laclau C.,Laclau,Charlotte
0,40010,2-s2.0-85048401355,60009507.0,,Université of Montréal,Montréal,,,Canada,,56123219800,,Dinh L.,Dinh,Laurent
1,40010,2-s2.0-85048401355,60009507.0,,Université of Montréal,Montréal,,,Canada,,7003958245,,Bengio Y.,Bengio,Yoshua
2,40010,2-s2.0-85048401355,60111161.0,,DeepMind,London,,,United Kingdom,,36464144900,,Pascanu R.,Pascanu,Razvan
3,40010,2-s2.0-85048401355,60006191.0,,Google Brain,Mountain View,,,United States,,57203254475,,Bengio S.,Bengio,Samy
4,40010,2-s2.0-85048401355,105227281.0,,CIFAR,,,,Canada,,7003958245,,Bengio Y.,Bengio,Yoshua
0,40011,2-s2.0-85048401180,60102151.0,118430044.0,"Computational Statistics and Machine Learning, Istituto Italiano di Tecnologia",Genoa,,,Italy,,57200081491,,Franceschi L.,Franceschi,Luca
1,40011,2-s2.0-85048401180,60102151.0,118430044.0,"Computational Statistics and Machine Learning, Istituto Italiano di Tecnologia",Genoa,,,Italy,,55977393100,,Donini M.,Donini,Michele
2,40011,2-s2.0-85048401180,60102151.0,118430044.0,"Computational Statistics and Machine Learning, Istituto Italiano di Tecnologia",Genoa,,,Italy,,6603887035,,Pontil M.,Pontil,Massimiliano
3,40011,2-s2.0-85048401180,60022148.0,113885445.0,"Department of Computer Science, University College London",,,,United Kingdom,,57200081491,,Franceschi L.,Franceschi,Luca
4,40011,2-s2.0-85048401180,60022148.0,113885445.0,"Department of Computer Science, University College London",,,,United Kingdom,,6603887035,,Pontil M.,Pontil,Massimiliano
5,40011,2-s2.0-85048401180,60021859.0,113904777.0,"Department of Information Engineering, Università degli Studi di Firenze",,,,Italy,,7003350874,,Frasconi P.,Frasconi,Paolo
0,40012,2-s2.0-85048400660,60111161.0,,DeepMind,London,,,United Kingdom,,56273511600,,Graves A.,Graves,Alex
1,40012,2-s2.0-85048400660,60111161.0,,DeepMind,London,,,United Kingdom,,16199466700,,Bellemare M.G.,Bellemare,Marc G.
2,40012,2-s2.0-85048400660,60111161.0,,DeepMind,London,,,United Kingdom,,57202453264,,Menick J.,Menick,Jacob
3,40012,2-s2.0-85048400660,60111161.0,,DeepMind,London,,,United Kingdom,,6603222926,,Munos R.,Munos,Rémi
4,40012,2-s2.0-85048400660,60111161.0,,DeepMind,London,,,United Kingdom,,25646533000,,Kavukcuoglu K.,Kavukcuoglu,Koray
0,40013,2-s2.0-85048400225,60030612.0,,UCSD Department of Music,San Diego,,,United States,,35213199400,,Donahue C.,Donahue,Chris
1,40013,2-s2.0-85048400225,60121653.0,,UCSD Department of Computer Science,San Diego,,,United States,,56358302800,,Lipton Z.C.,Lipton,Zachary C.
2,40013,2-s2.0-85048400225,60121653.0,,UCSD Department of Computer Science,San Diego,,,United States,,14822353500,,McAuley J.,McAuley,Julian
0,40014,2-s2.0-85048400085,60019674.0,,Boston University,Boston,,,United States,,56336229500,,Bolukbasi T.,Bolukbasi,Tolga
1,40014,2-s2.0-85048400085,60019674.0,,Boston University,Boston,,,United States,,13609751200,,Saligrama V.,Saligrama,Venkatesh
2,40014,2-s2.0-85048400085,60076757.0,,Amazon,Cambridge,,,United States,,37052938500,,Wang J.,Wang,Joseph
3,40014,2-s2.0-85048400085,60021726.0,,Microsoft Research,Redmond,,,United States,,8671885600,,Dekel O.,Dekel,Ofer
0,40015,2-s2.0-85048399382,60021726.0,,Microsoft Research,Redmond,,,United States,,54879967400,,Devlin J.,Devlin,Jacob
1,40015,2-s2.0-85048399382,60021726.0,,Microsoft Research,Redmond,,,United States,,55496964900,,Singh R.,Singh,Rishabh
2,40015,2-s2.0-85048399382,60021726.0,,Microsoft Research,Redmond,,,United States,,56215658600,,Mohamed A.R.,Mohamed,Abdel-Rahman
3,40015,2-s2.0-85048399382,60021726.0,,Microsoft Research,Redmond,,,United States,,14035707300,,Kohli P.,Kohli,Pushmeet
4,40015,2-s2.0-85048399382,60022195.0,,MIT,Cambridge,,,United States,,57202451204,,Uesato J.,Uesato,Jonathan
5,40015,2-s2.0-85048399382,60022195.0,,MIT,Cambridge,,,United States,,55389646000,,Bhupatiraju S.,Bhupatiraju,Surya
0,40016,2-s2.0-85048398320,60027950.0,,Carnegie Mellon University,,,,United States,,57056582700,,Yang Z.,Yang,Zichao
1,40016,2-s2.0-85048398320,60027950.0,,Carnegie Mellon University,,,,United States,,56272615700,,Hu Z.,Hu,Zhiting
2,40016,2-s2.0-85048398320,60027950.0,,Carnegie Mellon University,,,,United States,,57203057355,,Salakhutdinov R.,Salakhutdinov,Ruslan
3,40016,2-s2.0-85048398320,60027950.0,,Carnegie Mellon University,,,,United States,,51664457900,,Berg-Kirkpatrick T.,Berg-Kirkpatrick,Taylor
0,40017,2-s2.0-85048397517,60006191.0,,Google Brain,,,,United States,,57192111540,,Engel J.,Engel,Jesse
1,40017,2-s2.0-85048397517,60006191.0,,Google Brain,,,,United States,,57202456849,,Resnick C.,Resnick,Cinjon
2,40017,2-s2.0-85048397517,60006191.0,,Google Brain,,,,United States,,57201381304,,Roberts A.,Roberts,Adam
3,40017,2-s2.0-85048397517,60006191.0,,Google Brain,,,,United States,,57210680844,,Norouzi M.,Norouzi,Mohammad
4,40017,2-s2.0-85048397517,60006191.0,,Google Brain,,,,United States,,12141444300,,Eck D.,Eck,Douglas
5,40017,2-s2.0-85048397517,60111161.0,,DeepMind,,,,United States,,55418865400,,Dieleman S.,Dieleman,Sander
6,40017,2-s2.0-85048397517,60111161.0,,DeepMind,,,,United States,,34870482800,,Simonyan K.,Simonyan,Karen
0,40018,2-s2.0-85048397247,60003269.0,,"Computer Science, Princeton University",,,,United States,,8866408900,,Hazan E.,Hazan,Elad
1,40018,2-s2.0-85048397247,60003269.0,,"Computer Science, Princeton University",,,,United States,,57213994703,,Singh K.,Singh,Karan
2,40018,2-s2.0-85048397247,60003269.0,,"Computer Science, Princeton University",,,,United States,,57202060389,,Zhang C.,Zhang,Cyril
0,40019,2-s2.0-85048397068,60031581.0,,California Institute of Technology,Pasadena,,,United States,,57191071750,,Le H.,Le,Hoang M.
1,40019,2-s2.0-85048397068,60031581.0,,California Institute of Technology,Pasadena,,,United States,,23013485900,,Yue Y.,Yue,Yisong
2,40019,2-s2.0-85048397068,60032776.0,,Disney Research,Pittsburgh,,,United States,,26653962500,,Carr P.,Carr,Peter
3,40019,2-s2.0-85048397068,120697195.0,,STATS LLC,Chicago,,,United States,,15846313800,,Lucey P.,Lucey,Patrick
0,40020,2-s2.0-85048396772,60028717.0,,Ludwig-Maximilians-Universität,Munich,,,Germany,,57202457322,,Daxberger E.,Daxberger,Erik A.
1,40020,2-s2.0-85048396772,60017161.0,113845589.0,"Department of Computer Science, National University of Singapore",,,,Singapore,,7102180182,,Low B.,Low,Bryan Kian Hsiang
0,40021,2-s2.0-85048395368,60111161.0,,DeepMind,London,NIC 4AG,"6 Paneras Square, Kings Cross",United Kingdom,,57202655646,,Higgins I.,Higgins,Irina
1,40021,2-s2.0-85048395368,60111161.0,,DeepMind,London,NIC 4AG,"6 Paneras Square, Kings Cross",United Kingdom,,57202450281,,Pal A.,Pal,Arka
2,40021,2-s2.0-85048395368,60111161.0,,DeepMind,London,NIC 4AG,"6 Paneras Square, Kings Cross",United Kingdom,,56536225100,,Rusu A.,Rusu,Andrei
3,40021,2-s2.0-85048395368,60111161.0,,DeepMind,London,NIC 4AG,"6 Paneras Square, Kings Cross",United Kingdom,,57202449516,,Matthey L.,Matthey,Loie
4,40021,2-s2.0-85048395368,60111161.0,,DeepMind,London,NIC 4AG,"6 Paneras Square, Kings Cross",United Kingdom,,57202449548,,Burgess C.,Burgess,Christopher
5,40021,2-s2.0-85048395368,60111161.0,,DeepMind,London,NIC 4AG,"6 Paneras Square, Kings Cross",United Kingdom,,57194211707,,Pritzel A.,Pritzel,Alexander
6,40021,2-s2.0-85048395368,60111161.0,,DeepMind,London,NIC 4AG,"6 Paneras Square, Kings Cross",United Kingdom,,6602977616,,Botvinick M.,Botvinick,Matthew
7,40021,2-s2.0-85048395368,60111161.0,,DeepMind,London,NIC 4AG,"6 Paneras Square, Kings Cross",United Kingdom,,53063236700,,Blundell C.,Blundell,Charles
8,40021,2-s2.0-85048395368,60111161.0,,DeepMind,London,NIC 4AG,"6 Paneras Square, Kings Cross",United Kingdom,,57202456145,,Lerchner L.,Lerchner,Lexander
0,40022,2-s2.0-85048394215,60001422.0,,"L1P6, Université Pierre et Marie Curie",,,,France,,57009038800,,Hadjeres G.,Hadjeres,Gaëtan
1,40022,2-s2.0-85048394215,60001422.0,,"L1P6, Université Pierre et Marie Curie",,,,France,,6701441655,,Pachet F.,Pachet,François
2,40022,2-s2.0-85048394215,60073339.0,,Sony CSL,Paris,,,France,,57009038800,,Hadjeres G.,Hadjeres,Gaëtan
3,40022,2-s2.0-85048394215,60073339.0,,Sony CSL,Paris,,,France,,6701441655,,Pachet F.,Pachet,François
4,40022,2-s2.0-85048394215,60107446.0,,Sony CSL,,,,Japan,,55167047900,,Nielsen F.,Nielsen,Frank
0,40023,2-s2.0-85048393800,60025272.0,,University of Tokyo,,,,Japan,,57191038095,,Hu W.,Hu,Weihua
1,40023,2-s2.0-85048393800,60025272.0,,University of Tokyo,,,,Japan,,56928297200,,Tokui S.,Tokui,Seiya
2,40023,2-s2.0-85048393800,60025272.0,,University of Tokyo,,,,Japan,,57200621300,,Matsumoto E.,Matsumoto,Eiichi
3,40023,2-s2.0-85048393800,60025272.0,,University of Tokyo,,,,Japan,,7402826969,,Sugiyama M.,Sugiyama,Masashi
4,40023,2-s2.0-85048393800,60016648.0,,RIKEN AIP,,,,Japan,,57191038095,,Hu W.,Hu,Weihua
5,40023,2-s2.0-85048393800,60016648.0,,RIKEN AIP,,,,Japan,,7402826969,,Sugiyama M.,Sugiyama,Masashi
6,40023,2-s2.0-85048393800,60120917.0,,"Preferred Networks, Inc.",,,,Japan,,57202448456,,Miyato T.,Miyato,Takeru
7,40023,2-s2.0-85048393800,60120917.0,,"Preferred Networks, Inc.",,,,Japan,,56928297200,,Tokui S.,Tokui,Seiya
8,40023,2-s2.0-85048393800,60120917.0,,"Preferred Networks, Inc.",,,,Japan,,57200621300,,Matsumoto E.,Matsumoto,Eiichi
9,40023,2-s2.0-85048393800,120828993.0,,ATR Cognitive Mechanism Laboratories,,,,Japan,,57202448456,,Miyato T.,Miyato,Takeru
0,40024,2-s2.0-85048393316,60007776.0,,Cornell University,Ithaca,,,United States,,57193405828,,Chen B.,Chen,Bangrui
1,40024,2-s2.0-85048393316,60007776.0,,Cornell University,Ithaca,,,United States,,21742757900,,Frazier P.I.,Frazier,Peter I.
0,40025,2-s2.0-85048393227,120828604.0,,MathPlan,Berlin,10587,,Germany,,57202457264,,Höner J.,Höner,János
1,40025,2-s2.0-85048393227,60011604.0,113605960.0,"Machine Learning Group, Berlin Institute of Technology",Berlin,10587,,Germany,,57202457264,,Höner J.,Höner,János
2,40025,2-s2.0-85048393227,60011604.0,113605960.0,"Machine Learning Group, Berlin Institute of Technology",Berlin,10587,,Germany,,7403109708,,Nakajima S.,Nakajima,Shinichi
3,40025,2-s2.0-85048393227,60011604.0,113605960.0,"Machine Learning Group, Berlin Institute of Technology",Berlin,10587,,Germany,,55878224200,,Bauer A.,Bauer,Alexander
4,40025,2-s2.0-85048393227,60011604.0,113605960.0,"Machine Learning Group, Berlin Institute of Technology",Berlin,10587,,Germany,,15042362900,,Müller K.,Müller,Klaus-Robert
5,40025,2-s2.0-85048393227,60011604.0,113605960.0,"Machine Learning Group, Berlin Institute of Technology",Berlin,10587,,Germany,,35113108300,,Görnitz N.,Görnitz,Nico
6,40025,2-s2.0-85048393227,116702145.0,,Berlin Big Data Center,,,,Germany,,7403109708,,Nakajima S.,Nakajima,Shinichi
7,40025,2-s2.0-85048393227,116702145.0,,Berlin Big Data Center,,,,Germany,,55878224200,,Bauer A.,Bauer,Alexander
8,40025,2-s2.0-85048393227,116702145.0,,Berlin Big Data Center,,,,Germany,,15042362900,,Müller K.,Müller,Klaus-Robert
9,40025,2-s2.0-85048393227,60006089.0,,Max Planck Society,,,,Germany,,15042362900,,Müller K.,Müller,Klaus-Robert
10,40025,2-s2.0-85048393227,60005273.0,,Korea University,,,,South Korea,,15042362900,,Müller K.,Müller,Klaus-Robert
0,40026,2-s2.0-85048392885,60021726.0,,Microsoft Research,,,,India,,57202451010,,Gupta C.,Gupta,Chirag
1,40026,2-s2.0-85048392885,60021726.0,,Microsoft Research,,,,India,,57189346765,,Suggala A.S.,Suggala,Arun Sai
2,40026,2-s2.0-85048392885,60021726.0,,Microsoft Research,,,,India,,57202451468,,Goyal A.,Goyal,Ankit
3,40026,2-s2.0-85048392885,60021726.0,,Microsoft Research,,,,India,,35175441600,,Simhadri H.V.,Simhadri,Harsha Vardhan
4,40026,2-s2.0-85048392885,60021726.0,,Microsoft Research,,,,India,,57202457734,,Paranjape B.,Paranjape,Bhargavi
5,40026,2-s2.0-85048392885,60021726.0,,Microsoft Research,,,,India,,57218946824,,Kumar A.,Kumar,Ashish
6,40026,2-s2.0-85048392885,60021726.0,,Microsoft Research,,,,India,,27868104400,,Udupa R.,Udupa,Raghavendra
7,40026,2-s2.0-85048392885,60021726.0,,Microsoft Research,,,,India,,24823171100,,Varma M.,Varma,Manik
8,40026,2-s2.0-85048392885,60021726.0,,Microsoft Research,,,,India,,57209869316,,Jain P.,Jain,Prateek
9,40026,2-s2.0-85048392885,60027950.0,,Carnegie Mellon University,Pittsburg,,,United States,,57189346765,,Suggala A.S.,Suggala,Arun Sai
10,40026,2-s2.0-85048392885,60025778.0,,University of Michigan,Ann Arbor,,,United States,,57202451468,,Goyal A.,Goyal,Ankit
11,40026,2-s2.0-85048392885,60032730.0,,IIT Delhi,,,,India,,57202448463,,Goya S.,Goya,Saurabh
0,40027,2-s2.0-85048392821,60005300.0,,Oberlin College,Oberlin,,,United States,,26422898000,,Dawson C.,Dawson,Colin Reimer
1,40027,2-s2.0-85048392821,60005300.0,,Oberlin College,Oberlin,,,United States,,57202454550,,Huang C.,Huang,Chaofan
2,40027,2-s2.0-85048392821,60010065.0,,University of Arizona,Tucson,,,United States,,8569660600,,Morrison C.,Morrison,Clayton T.
0,40028,2-s2.0-85048391671,60121438.0,,"UC Berkeley, Department of Electrical Engineering and Computer Sciences",,,,United States,,24343462900,,Haarnoja T.,Haarnoja,Tuomas
1,40028,2-s2.0-85048391671,60121438.0,,"UC Berkeley, Department of Electrical Engineering and Computer Sciences",,,,United States,,8269962600,,Abbeel P.,Abbeel,Pieter
2,40028,2-s2.0-85048391671,60121438.0,,"UC Berkeley, Department of Electrical Engineering and Computer Sciences",,,,United States,,35731728100,,Levine S.,Levine,Sergey
3,40028,2-s2.0-85048391671,60025038.0,108383249.0,"UC Berkeley, Department of Mathematics",,,,United States,,57195553477,,Tang H.,Tang,Haoran
4,40028,2-s2.0-85048391671,60121131.0,,OpenAI,,,,United States,,8269962600,,Abbeel P.,Abbeel,Pieter
5,40028,2-s2.0-85048391671,60033286.0,,International Computer Science Institute,,,,United States,,8269962600,,Abbeel P.,Abbeel,Pieter
0,40029,2-s2.0-85048391632,60111190.0,,Facebook AI Research,,,,France,,56119369300,,Bojanowski P.,Bojanowski,Piotr
1,40029,2-s2.0-85048391632,60111190.0,,Facebook AI Research,,,,France,,36466607100,,Joulin A.,Joulin,Armand
0,40030,2-s2.0-85048391162,60029311.0,,University of Southern California,Los Angeles,,,United States,,56423786200,,Chebotar Y.,Chebotar,Yevgen
1,40030,2-s2.0-85048391162,60029311.0,,University of Southern California,Los Angeles,,,United States,,55920857000,,Hausman K.,Hausman,Karol
2,40030,2-s2.0-85048391162,60029311.0,,University of Southern California,Los Angeles,,,United States,,7003730870,,Sukhatme G.,Sukhatme,Gaurav
3,40030,2-s2.0-85048391162,60029311.0,,University of Southern California,Los Angeles,,,United States,,7007171558,,Schaal S.,Schaal,Stefan
4,40030,2-s2.0-85048391162,60030569.0,,Max Planck Institute for Intelligent Systems,Tübingen,,,Germany,,56423786200,,Chebotar Y.,Chebotar,Yevgen
5,40030,2-s2.0-85048391162,60030569.0,,Max Planck Institute for Intelligent Systems,Tübingen,,,Germany,,7007171558,,Schaal S.,Schaal,Stefan
6,40030,2-s2.0-85048391162,60025038.0,,University of California Berkeley,Berkeley,,,United States,,57190125520,,Zhang M.,Zhang,Marvin
7,40030,2-s2.0-85048391162,60025038.0,,University of California Berkeley,Berkeley,,,United States,,35731728100,,Levine S.,Levine,Sergey
0,40031,2-s2.0-85048391101,60076757.0,,Amazon,Berlin,,,Germany,,36470251900,,Jenatton R.,Jenatton,Rodolphe
1,40031,2-s2.0-85048391101,60076757.0,,Amazon,Berlin,,,Germany,,6602619332,,Archambeau C.,Archambeau,Cedric
2,40031,2-s2.0-85048391101,60076757.0,,Amazon,Berlin,,,Germany,,23986256800,,Seeger M.,Seeger,Matthias
3,40031,2-s2.0-85048391101,60076757.0,,Amazon,Cambridge,,,United Kingdom,,57208288145,,Gonzalez J.,Gonzalez,Javier
0,40032,2-s2.0-85048390891,60076757.0,,Amazon Research Cambridge,,,,United Kingdom,,57208288145,,Gonzalez J.,Gonzalez,Javier
1,40032,2-s2.0-85048390891,60076757.0,,Amazon Research Cambridge,,,,United Kingdom,,55420047500,,Dai Z.,Dai,Zhenwen
2,40032,2-s2.0-85048390891,60076757.0,,Amazon Research Cambridge,,,,United Kingdom,,55208127900,,Damianou A.,Damianou,Andreas
3,40032,2-s2.0-85048390891,60076757.0,,Amazon Research Cambridge,,,,United Kingdom,,9279186200,,Lawrence N.D.,Lawrence,Neil D.
4,40032,2-s2.0-85048390891,60001881.0,,University of Sheffield,,,,United Kingdom,,9279186200,,Lawrence N.D.,Lawrence,Neil D.
0,40033,2-s2.0-85048390177,60027550.0,,University of California,Los Angeles,,,United States,,56382358100,,Forney A.,Forney,Andrew
1,40033,2-s2.0-85048390177,60027550.0,,University of California,Los Angeles,,,United States,,7101604154,,Pearl J.,Pearl,Judea
2,40033,2-s2.0-85048390177,60009254.0,,Purdue University,West Lafayette,,,United States,,57202458208,,Barelnbolm E.,Barelnbolm,Elias
0,40034,2-s2.0-85048389993,60022195.0,,Massachusetts Institute of Technology,,,,United States,,57197829300,,Jing L.,Jing,Li
1,40034,2-s2.0-85048389993,60022195.0,,Massachusetts Institute of Technology,,,,United States,,56084658800,,Shen Y.,Shen,Yichen
2,40034,2-s2.0-85048389993,60022195.0,,Massachusetts Institute of Technology,,,,United States,,56239561200,,Dubcek T.,Dubcek,Tena
3,40034,2-s2.0-85048389993,60022195.0,,Massachusetts Institute of Technology,,,,United States,,57197834462,,Peurifoy J.,Peurifoy,John
4,40034,2-s2.0-85048389993,60022195.0,,Massachusetts Institute of Technology,,,,United States,,36464353800,,Skirlo S.,Skirlo,Scott
5,40034,2-s2.0-85048389993,60022195.0,,Massachusetts Institute of Technology,,,,United States,,7005575954,,Tegmark M.,Tegmark,Max
6,40034,2-s2.0-85048389993,60022195.0,,Massachusetts Institute of Technology,,,,United States,,7004342424,,Soljačić M.,Soljačić,Marin
7,40034,2-s2.0-85048389993,60021784.0,,"New York University, Facebook AI Research",,,,United States,,55666793600,,LeCun Y.,LeCun,Yann
0,40035,2-s2.0-85048389332,60008724.0,114734422.0,"Dept. Of Statistical Science, Duke University",Durham,,,United States,,56703705700,,Futoma J.,Futoma,Joseph
1,40035,2-s2.0-85048389332,60008724.0,114734422.0,"Dept. Of Statistical Science, Duke University",Durham,,,United States,,57202454340,,Hariharan S.,Hariharan,Sanjay
2,40035,2-s2.0-85048389332,60008724.0,114734422.0,"Dept. Of Statistical Science, Duke University",Durham,,,United States,,12140502600,,Heller K.,Heller,Katherine
0,40036,2-s2.0-85048389143,60030162.0,,Columbia University,New York City,,,United States,,35068348700,,Kucukelbir A.,Kucukelbir,Alp
1,40036,2-s2.0-85048389143,60030162.0,,Columbia University,New York City,,,United States,,57202458406,,Wang Y.,Wang,Yixin
2,40036,2-s2.0-85048389143,60030162.0,,Columbia University,New York City,,,United States,,55914504500,,Blei D.M.,Blei,David M.
0,40037,2-s2.0-85048388369,60032179.0,,University of Wisconsin-Madison,Madison,53706,,United States,,56045929400,,Hu B.,Hu,Bin
1,40037,2-s2.0-85048388369,60032179.0,,University of Wisconsin-Madison,Madison,53706,,United States,,25624913800,,Lessard L.,Lessard,Laurent
0,40038,2-s2.0-85048386765,60019647.0,,"ISyE, Georgia Institute of Technology",Atlanta,,,United States,,14822108000,,Lan G.,Lan,Guanghui
1,40038,2-s2.0-85048386765,60019647.0,,"ISyE, Georgia Institute of Technology",Atlanta,,,United States,,23019856800,,Pokutta S.,Pokutta,Sebastian
2,40038,2-s2.0-85048386765,60019647.0,,"ISyE, Georgia Institute of Technology",Atlanta,,,United States,,57189092206,,Zhou Y.,Zhou,Yi
3,40038,2-s2.0-85048386765,60019647.0,,"ISyE, Georgia Institute of Technology",Atlanta,,,United States,,57130319400,,Zink D.,Zink,Daniel
0,40039,2-s2.0-85048385533,60111161.0,,DeepMind,London,,,United Kingdom,,57202455391,,Czaraecki W.M.,Czaraecki,Wojciech Marian
1,40039,2-s2.0-85048385533,60111161.0,,DeepMind,London,,,United Kingdom,,14068139100,,Swirszcz G.,Swirszcz,Grzegorz
2,40039,2-s2.0-85048385533,60111161.0,,DeepMind,London,,,United Kingdom,,56335701700,,Jaderberg M.,Jaderberg,Max
3,40039,2-s2.0-85048385533,60111161.0,,DeepMind,London,,,United Kingdom,,12779018500,,Osindero S.,Osindero,Simon
4,40039,2-s2.0-85048385533,60111161.0,,DeepMind,London,,,United Kingdom,,24342311100,,Vinyals O.,Vinyals,Oriol
5,40039,2-s2.0-85048385533,60111161.0,,DeepMind,London,,,United Kingdom,,25646533000,,Kavukcuoglu K.,Kavukcuoglu,Koray
0,40040,2-s2.0-85048384343,60013372.0,,University of Texas at Austin,Austin,,,United States,,57114385300,,Hanna J.P.,Hanna,Josiah P.
1,40040,2-s2.0-85048384343,60013372.0,,University of Texas at Austin,Austin,,,United States,,7203001213,,Stone P.,Stone,Peter
2,40040,2-s2.0-85048384343,60013372.0,,University of Texas at Austin,Austin,,,United States,,15080949400,,Niekum S.,Niekum,Scott
3,40040,2-s2.0-85048384343,60014313.0,,University of Massachusetts,Amherst,,,United States,,56209997400,,Thomas P.S.,Thomas,Philip S.
4,40040,2-s2.0-85048384343,60027950.0,,Carnegie Mellon University,Pittsburgh,,,United States,,56209997400,,Thomas P.S.,Thomas,Philip S.
